pano,Constituency,YG_Con_Pct,YG_Lab_Pct,YG_LD_Pct,YG_SNP_Pct,YG_PC_Pct,YG_Grn_Pct,YG_UKIP_Pct,YG_Other_Pct,AC_Con_Pct,AC_Lab_Pct,AC_LD_Pct,AC_SNP_Pct,AC_PC_Pct,AC_Grn_Pct,AC_UKIP_Pct,AC_Other_Pct,AC_Con_Pr,AC_Lab_Pr,AC_LD_Pr,AC_SNP_Pr,AC_PC_Pr,AC_Grn_Pr,AC_UKIP_Pr,AC_Other_Pr,H_Con_Pct,H_Lab_Pct,H_LD_Pct,H_SNP_Pct,H_PC_Pct,H_Grn_Pct,H_UKIP_Pct,H_Other_Pct,H_Con_Pr,H_Lab_Pr,H_LD_Pr,H_SNP_Pr,H_PC_Pr,H_Grn_Pr,H_UKIP_Pr,H_Other_Pr,BBC_Con_Pct,BBC_Lab_Pct,BBC_LD_Pct,BBC_SNP_Pct,BBC_PC_Pct,BBC_Grn_Pct,BBC_UKIP_Pct,BBC_Other_Pct,BBC_Con_Pr,BBC_Lab_Pr,BBC_LD_Pr,BBC_SNP_Pr,BBC_PC_Pr,BBC_Grn_Pr,BBC_UKIP_Pr,BBC_Other_Pr,BBC_Brexit,OC_Con_Pr,OC_Lab_Pr,OC_LD_Pr,OC_SNP_Pr,OC_PC_Pr,OC_Grn_Pr,OC_UKIP_Pr,OC_Other_Pr,OC_Con_Odd,OC_Lab_Odd,OC_LD_Odd,OC_SNP_Odd,OC_PC_Odd,OC_Grn_Odd,OC_UKIP_Odd,OC_Other_Odd
332,Ipswich,39.6,46.9,4.4,0,0,2.3,5.1,1.6,49,38,5,,,,6,2,78,22,0,0,0,0,0,0,47,36,4,0,0,2,11,0,95,5,0,0,0,0,0,0,51,44,2,0,0,2,1,0,89,11,0,0,0,0,0,0,56.6,98,2,,,,,,,0.030303031,25,,,,,,
333,Isle of Wight,45.3,26,7.1,0,0,13.2,6.1,2.3,49,27,7,,,,7,9,97,3,0,0,0,0,0,0,42,19,11,0,0,6,18,3,99,0,0,0,0,0,1,0,51,21,8,0,0,7,9,4,100,0,0,0,0,0,0,0,61.9,96,,,,,4,,,0.050000001,,,,,16,,
334,Islington North,15.7,65.3,10,0,0,3.7,2.4,2.8,18,64,11,,,,2,5,0,100,0,0,0,0,0,0,21,56,11,0,0,8,3,0,0,100,0,0,0,0,0,0,10,74,11,0,0,4,0,0,0,100,0,0,0,0,0,0,21.6,,100,,,,,,,,,,,,,,
335,Islington South and Finsbury,19.4,59.6,12.6,0,0,4.7,3.7,0,23,53,16,,,,4,4,1,99,0,0,0,0,0,0,27,49,13,0,0,6,5,0,0,100,0,0,0,0,0,0,17,65,15,0,0,1,3,0,0,100,0,0,0,0,0,0,28.3,3,94,3,,,,,,28,0.071428575,25,,,,,
336,Islwyn,22,53.5,6.2,0,6.3,0,12.1,0,28,49,3,,12,,7,,3,97,0,0,0,0,0,0,14,52,4,0,9,0,20,0,0,100,0,0,0,0,0,0,28,54,2,0,11,0,6,0,0,100,0,0,0,0,0,0,58.9,1,99,,,,,,,16,0.024390243,,,,,,
337,Jarrow,28.8,57.9,3.6,0,0,2.1,7.6,0,26,58,5,,,,9,3,0,100,0,0,0,0,0,0,26,54,4,0,0,1,16,0,0,100,0,0,0,0,0,0,22,70,2,0,0,2,4,0,0,100,0,0,0,0,0,0,61.6,,100,,,,,,,,,,,,,,
338,Keighley,38.3,48.6,4.2,0,0,2,4.5,2.5,49,39,6,,,,4,2,76,24,0,0,0,0,0,0,48,39,5,0,0,1,7,0,90,10,0,0,0,0,0,0,46,50,2,0,0,2,1,0,20,80,0,0,0,0,0,0,53.3,91,9,,,,,,,0.111111112,7,,,,,,
339,Kenilworth and Southam,56.7,25.7,10.8,0,0,2.4,4.3,0,61,22,10,,,,4,3,100,0,0,0,0,0,0,0,61,20,9,0,0,1,9,0,100,0,0,0,0,0,0,0,58,26,14,0,0,2,0,0,100,0,0,0,0,0,0,0,46.6,100,,,,,,,,,,,,,,,
340,Kensington,42.7,42.8,9.4,0,0,2.9,0,2.2,48,36,13,,,,,3,79,21,0,0,0,0,0,0,55,33,7,0,0,3,0,1,100,0,0,0,0,0,0,0,48,42,8,0,0,0,0,2,81,19,0,0,0,0,0,0,31.4,93,0,7,,,,,,0.083333336,,8,,,,,
341,Kettering,59.8,32.3,3.9,0,0,4,0,0,61,32,4,,,,,3,99,1,0,0,0,0,0,0,64,28,5,0,0,3,0,0,100,0,0,0,0,0,0,0,60,36,2,0,0,2,0,0,100,0,0,0,0,0,0,0,61,100,,,,,,,,,,,,,,,
342,Kilmarnock and Loudoun,28.5,26,2.7,42.9,0,0,0,0,25,25,4,46,,,,,2,3,0,95,0,0,0,0,22,29,2,47,0,0,0,0,0,4,0,96,0,0,0,0,24,31,1,44,0,0,0,0,0,0,0,100,0,0,0,0,39.6,,,,100,,,,,,,,,,,,
343,Kingston and Surbiton,35.1,16.6,41.8,0,0,2.4,2.5,1.5,42,21,31,,,,3,3,75,0,25,0,0,0,0,0,47,16,31,0,0,1,4,1,98,0,2,0,0,0,0,0,39,22,34,0,0,2,2,1,76,0,24,0,0,0,0,0,41.6,51,,49,,,,,,0.909090936,,1,,,,,
344,Kingswood,51.9,37.9,6.3,0,0,3.9,0,0,58,35,5,,,,,3,98,2,0,0,0,0,0,0,60,32,5,0,0,3,0,0,100,0,0,0,0,0,0,0,55,41,2,0,0,1,0,0,100,0,0,0,0,0,0,0,56.8,100,,,,,,,,,,,,,,,
345,Kirkcaldy and Cowdenbeath,18.7,31.9,5.8,38.9,0,0,4.7,0,21,29,5,43,,,2,,2,10,0,88,0,0,0,0,20,32,2,44,0,0,1,0,0,13,0,87,0,0,0,0,21,36,2,41,0,0,0,0,0,25,0,75,0,0,0,0,41.7,,6,,94,,,,,,9,,0.071428575,,,,
346,Knowsley,15.9,73.3,2.9,0,0,2.2,5.6,0,14,75,5,,,,4,2,0,100,0,0,0,0,0,0,16,74,3,0,0,1,6,0,0,100,0,0,0,0,0,0,7,86,2,0,0,1,4,0,0,100,0,0,0,0,0,0,52.4,,100,,,,,,,,,,,,,,
348,Lanark and Hamilton East,27.6,25.6,3.4,38.2,0,0,5.2,0,26,27,4,41,,,2,,8,9,0,83,0,0,0,0,25,29,2,42,0,0,2,0,1,10,0,89,0,0,0,0,29,32,2,37,0,0,0,0,5,16,0,79,0,0,0,0,35.5,1,1,,98,,,,,22,20,,0.030303031,,,,
349,West Lancashire,38.8,53.6,3.8,0,0,1.9,0,1.9,43,50,4,,,,,3,33,67,0,0,0,0,0,0,44,49,4,0,0,2,0,0,26,74,0,0,0,0,0,0,33,63,2,0,0,1,0,0,0,100,0,0,0,0,0,0,54.9,31,69,,,,,,,2.25,0.444444448,,,,,,
350,Lancaster and Fleetwood,43.1,51.5,3.4,0,0,2,0,0,44,47,6,,,,,3,41,59,0,0,0,0,0,0,49,42,6,0,0,3,0,0,85,15,0,0,0,0,0,0,42,56,2,0,0,0,0,0,0,100,0,0,0,0,0,0,50.9,73,27,,,,,,,0.333333343,2.5,,,,,,
351,Leeds Central,20,68.2,2.5,0,0,3,5,1.3,24,58,7,,,,7,4,0,100,0,0,0,0,0,0,26,53,5,0,0,3,12,1,0,100,0,0,0,0,0,0,18,76,2,0,0,1,1,1,0,100,0,0,0,0,0,0,47.4,,100,,,,,,,,,,,,,,
352,Leeds East,29.2,55.3,3.3,0,0,1.9,7.7,2.6,31,56,4,,,,7,2,2,98,0,0,0,0,0,0,30,52,4,0,0,1,13,0,0,100,0,0,0,0,0,0,26,67,2,0,0,1,4,0,0,100,0,0,0,0,0,0,60.9,5,95,,,,,,,12,0.0625,,,,,,
353,Leeds North East,35.3,54.5,6.6,0,0,2,0,1.6,38,50,9,,,,,4,17,83,0,0,0,0,0,0,41,48,7,0,0,3,0,1,15,85,0,0,0,0,0,0,28,63,8,0,0,0,0,1,0,100,0,0,0,0,0,0,37.3,22,78,,,,,,,4,0.333333343,,,,,,
354,Leeds North West,22,44.6,30.8,0,0,2.6,0,0,24,38,34,,,,,4,0,57,43,0,0,0,0,0,28,34,33,0,0,5,0,0,9,48,43,0,0,0,0,0,17,42,41,0,0,0,0,0,0,56,44,0,0,0,0,0,35.4,,41,59,,,,,,,1.5,0.727272749,,,,,
355,Leeds West,26.1,59.9,3.1,0,0,2.8,5.6,2.5,30,51,5,,,,9,5,3,97,0,0,0,0,0,0,27,47,6,0,0,3,16,1,0,100,0,0,0,0,0,0,26,63,3,0,0,2,4,1,0,100,0,0,0,0,0,0,55,8,92,,,,,,,7,0.100000001,,,,,,
356,Leicester East,30.3,57.4,2.9,0,0,3.5,0,5.8,34,59,5,,,,,3,1,99,0,0,0,0,0,0,35,58,4,0,0,2,0,1,0,100,0,0,0,0,0,0,26,70,2,0,0,1,0,1,0,100,0,0,0,0,0,0,53.2,2,98,,,,,,,16,0.030303031,,,,,,
357,Leicester South,26.6,66.3,3.6,0,0,3.5,0,0,29,62,5,,,,,3,0,100,0,0,0,0,0,0,32,58,6,0,0,4,0,0,0,100,0,0,0,0,0,0,21,76,3,0,0,0,0,0,0,100,0,0,0,0,0,0,42.6,,100,,,,,,,,,,,,,,
358,Leicester West,30,54.2,3.7,0,0,2.9,6.9,2.1,33,50,5,,,,9,3,6,94,0,0,0,0,0,0,31,46,4,0,0,2,16,1,2,98,0,0,0,0,0,0,33,60,4,0,0,0,2,1,0,100,0,0,0,0,0,0,51.7,17,83,,,,,,,5,0.200000003,,,,,,
359,North West Leicestershire,56.2,36,5.4,0,0,2.4,0,0,59,31,7,,,,,2,99,1,0,0,0,0,0,0,62,29,5,0,0,3,0,0,100,0,0,0,0,0,0,0,58,39,3,0,0,0,0,0,100,0,0,0,0,0,0,0,60.7,100,,,,,,,,,,,,,,,
360,South Leicestershire,51.9,32.9,7.1,0,0,1.8,6.2,0,60,26,7,,,,6,1,100,0,0,0,0,0,0,0,58,22,7,0,0,0,12,0,100,0,0,0,0,0,0,0,56,36,7,0,0,0,1,0,100,0,0,0,0,0,0,0,58.2,100,,,,,,,,,,,,,,,
361,Leigh,34,56.4,2.4,0,0,0,7.2,0,34,54,5,,,,8,,4,96,0,0,0,0,0,0,31,51,3,0,0,0,15,0,0,100,0,0,0,0,0,0,28,66,2,0,0,0,4,0,0,100,0,0,0,0,0,0,63.5,5,95,,,,,,,11,0.0625,,,,,,
362,Lewes,43.5,14.9,41.6,0,0,0,0,0,47,21,32,,,,,,89,0,11,0,0,0,0,0,45,20,31,0,0,0,0,0,96,0,4,0,0,0,0,0,45,20,35,0,0,0,0,0,98,0,2,0,0,0,0,0,47,61,,39,,,,,,0.615384638,,1.5,,,,,
363,"Lewisham, Deptford",17.2,67.3,8.2,0,0,5.1,0,2.2,19,66,8,,,,,7,0,100,0,0,0,0,0,0,19,58,8,0,0,13,0,2,0,100,0,0,0,0,0,0,8,75,8,0,0,6,0,3,0,100,0,0,0,0,0,0,24.7,,100,,,,,,,,,,,,,,
364,Lewisham East,25.9,58.3,7.2,0,0,2.7,3.7,2.3,28,58,7,,,,4,4,0,100,0,0,0,0,0,0,27,53,8,0,0,4,7,1,0,100,0,0,0,0,0,0,17,73,4,0,0,0,4,2,0,100,0,0,0,0,0,0,35.4,1,99,,,,,,,33,0.024390243,,,,,,
365,Lewisham West and Penge,25.6,58.8,8.5,0,0,2.6,3,1.5,28,54,9,,,,4,5,0,100,0,0,0,0,0,0,28,49,10,0,0,5,6,1,0,100,0,0,0,0,0,0,19,64,11,0,0,2,3,1,0,100,0,0,0,0,0,0,34.5,4,96,,,,,,,16,0.050000001,,,,,,
366,Leyton and Wanstead,24.2,62.9,9.1,0,0,3.8,0,0,28,59,8,,,,,4,0,100,0,0,0,0,0,0,30,56,9,0,0,5,0,0,0,100,0,0,0,0,0,0,16,75,9,0,0,1,0,0,0,100,0,0,0,0,0,0,35,,100,,,,,,,,,,,,,,
367,Lichfield,63.1,25.7,8.5,0,0,2.7,0,0,62,29,6,,,,,3,100,0,0,0,0,0,0,0,67,25,5,0,0,3,0,0,100,0,0,0,0,0,0,0,60,34,4,0,0,2,0,0,100,0,0,0,0,0,0,0,57.6,100,,,,,,,,,,,,,,,
368,Lincoln,38.6,46.3,4.5,0,0,3,4.5,3,47,42,4,,,,5,2,65,35,0,0,0,0,0,0,47,36,6,0,0,1,9,1,95,5,0,0,0,0,0,0,48,47,3,0,0,0,1,1,55,45,0,0,0,0,0,0,57.3,91,9,,,,,,,0.111111112,7,,,,,,
369,Linlithgow and East Falkirk,31.4,24.3,4.2,40,0,0,0,0,26,26,5,44,,,,,5,5,0,90,0,0,0,0,22,31,2,45,0,0,0,0,0,10,0,90,0,0,0,0,24,34,1,41,0,0,0,0,0,9,0,91,0,0,0,0,41.6,1,1,,98,,,,,9,16,,0.030303031,,,,
370,"Liverpool, Riverside",13.2,74.3,5.7,0,0,6.8,0,0,13,75,6,,,,,7,0,100,0,0,0,0,0,0,16,67,5,0,0,13,0,0,0,100,0,0,0,0,0,0,2,90,2,0,0,6,0,0,0,100,0,0,0,0,0,0,26.9,,100,,,,,,,,,,,,,,
371,"Liverpool, Walton",16.2,75,2.5,0,0,2.6,0,3.7,15,79,4,,,,,3,0,100,0,0,0,0,0,0,16,80,3,0,0,1,0,0,0,100,0,0,0,0,0,0,5,92,2,0,0,1,0,0,0,100,0,0,0,0,0,0,53.8,,100,,,,,,,,,,,,,,
372,"Liverpool, Wavertree",14.2,77.2,5.2,0,0,1.8,0,1.5,17,72,7,,,,,4,0,100,0,0,0,0,0,0,20,69,6,0,0,5,0,1,0,100,0,0,0,0,0,0,2,92,5,0,0,0,0,1,0,100,0,0,0,0,0,0,35.8,,100,,,,,,,,,,,,,,
373,"Liverpool, West Derby",17.2,75.2,3.6,0,0,1.9,0,2.1,16,75,5,,,,,4,0,100,0,0,0,0,0,0,16,75,3,0,0,1,0,3,0,100,0,0,0,0,0,0,7,85,2,0,0,1,0,5,0,100,0,0,0,0,0,0,50.3,,100,,,,,,,,,,,,,,
374,Livingston,24.3,26.7,5.2,43.8,0,0,0,0,24,23,6,48,,,,,2,1,0,97,0,0,0,0,21,29,2,48,0,0,0,0,0,3,0,97,0,0,0,0,22,31,2,45,0,0,0,0,0,0,0,100,0,0,0,0,43.8,1,,,99,,,,,12,,,0.024390243,,,,
375,Llanelli,19.6,50,2.3,0,18,0,10.1,0,26,46,3,,19,,6,,4,96,0,0,0,0,0,0,14,45,3,0,19,0,18,0,0,100,0,0,0,0,0,0,26,45,1,0,23,0,5,0,0,100,0,0,0,0,0,0,55.5,4,90,,,6,,,,12,0.117647059,,,10,,,
377,Loughborough,46.9,41.8,5.3,0,0,2.8,3.2,0,52,35,6,,,,5,2,89,11,0,0,0,0,0,0,53,32,6,0,0,1,8,0,100,0,0,0,0,0,0,0,49,47,3,0,0,2,0,0,57,43,0,0,0,0,0,0,49.7,100,,,,,,,,,,,,,,,
378,Louth and Horncastle,56.7,31.6,3.6,0,0,0,6.2,1.9,60,25,5,,,,7,3,100,0,0,0,0,0,0,0,54,23,5,0,0,0,16,1,100,0,0,0,0,0,0,0,61,27,4,0,0,0,6,2,100,0,0,0,0,0,0,0,69.4,100,,,,,,,,,,,,,,,
379,Ludlow,63,23.4,10.7,0,0,2.8,0,0,63,20,14,,,,,3,100,0,0,0,0,0,0,0,68,18,11,0,0,3,0,0,100,0,0,0,0,0,0,0,61,24,15,0,0,0,0,0,100,0,0,0,0,0,0,0,58.6,100,,,,,,,,,,,,,,,
380,Luton North,35.5,58.1,3.4,0,0,3,0,0,42,51,5,,,,,2,19,81,0,0,0,0,0,0,45,50,3,0,0,2,0,0,25,75,0,0,0,0,0,0,35,62,2,0,0,0,0,0,0,100,0,0,0,0,0,0,58.2,19,81,,,,,,,4,0.222222224,,,,,,
381,Luton South,33.1,49.7,5.6,0,0,2.5,4.9,4.2,39,46,6,,,,5,3,21,79,0,0,0,0,0,0,36,42,6,0,0,1,12,2,23,77,0,0,0,0,0,0,36,52,7,0,0,1,1,2,0,100,0,0,0,0,0,0,55.4,28,72,,,,,,,2.5,0.363636374,,,,,,
382,Macclesfield,49.4,36.5,5.8,0,0,1.9,0,6.4,56,32,9,,,,,3,98,2,0,0,0,0,0,0,62,25,10,0,0,3,0,0,100,0,0,0,0,0,0,0,54,36,7,0,0,3,0,0,100,0,0,0,0,0,0,0,48.2,100,,,,,,,,,,,,,,,
383,Maidenhead,61.1,21.3,10.3,0,0,2,3,2.2,65,17,12,,,,3,3,100,0,0,0,0,0,0,0,67,16,11,0,0,1,5,1,100,0,0,0,0,0,0,0,61,21,13,0,0,2,3,0,100,0,0,0,0,0,0,0,45.4,100,,,,,,,,,,,,,,,
384,Maidstone and The Weald,44,23,23.5,0,0,1.8,5.9,1.8,51,21,19,,,,6,3,99,1,0,0,0,0,0,0,50,17,19,0,0,2,11,1,100,0,0,0,0,0,0,0,50,20,27,0,0,1,0,1,100,0,0,0,0,0,0,0,55.9,100,,,,,,,,,,,,,,,
385,Makerfield,34.1,59.4,3.4,0,0,0,0,3.1,38,55,4,,,,,3,6,94,0,0,0,0,0,0,35,57,5,0,0,0,0,0,0,100,0,0,0,0,0,0,26,71,3,0,0,0,0,0,0,100,0,0,0,0,0,0,65,8,92,,,,,,,10,0.100000001,,,,,,
386,Maldon,61.1,25.5,4.6,0,0,1.7,5.4,1.8,64,21,5,,,,6,4,100,0,0,0,0,0,0,0,65,17,4,0,0,1,10,4,100,0,0,0,0,0,0,0,68,18,3,0,0,1,4,5,100,0,0,0,0,0,0,0,61.3,100,,,,,,,,,,,,,,,
387,Manchester Central,18,66.7,3.7,0,0,4.1,4.7,2.8,17,68,5,,,,5,5,0,100,0,0,0,0,0,0,20,62,5,0,0,6,7,1,0,100,0,0,0,0,0,0,8,85,3,0,0,2,1,2,0,100,0,0,0,0,0,0,36.7,,100,,,,,,,,,,,,,,
388,"Manchester, Gorton",14.2,65.1,4.6,0,0,8.1,4,3.9,15,69,7,,,,4,5,0,100,0,0,0,0,0,0,17,68,5,0,0,5,5,1,0,100,0,0,0,0,0,0,2,87,3,0,0,3,3,1,0,100,0,0,0,0,0,0,37.9,,94,6,,,,,,,0.071428575,9,,,,,25
389,"Manchester, Withington",9.8,66.4,19.9,0,0,2.5,0,1.5,14,64,17,,,,,4,0,100,0,0,0,0,0,0,21,53,20,0,0,5,0,0,0,100,0,0,0,0,0,0,4,71,24,0,0,1,0,0,0,100,0,0,0,0,0,0,26.3,,88,12,,,,,,,0.142857149,7.5,,,,,
390,Mansfield,40.8,47.2,3,0,0,0,7.4,1.5,41,42,4,,,,9,3,49,51,0,0,0,0,0,0,32,38,3,0,0,0,25,1,14,80,0,0,0,0,6,0,36,51,2,0,0,0,10,1,0,100,0,0,0,0,0,0,70.9,47,53,,,,,,,1,0.833333313,,,,,,
391,Meon Valley,59.9,20.4,11.5,0,0,2.6,5.6,0,63,20,10,,,,6,2,100,0,0,0,0,0,0,0,63,16,10,0,0,1,10,0,100,0,0,0,0,0,0,0,64,21,9,0,0,2,4,0,100,0,0,0,0,0,0,0,52.9,100,,,,,,,,,,,,,,,
392,Meriden,52.5,30.3,7.3,0,0,2.3,7.6,0,60,26,6,,,,6,3,100,0,0,0,0,0,0,0,59,23,5,0,0,1,12,0,100,0,0,0,0,0,0,0,59,33,4,0,0,2,2,0,100,0,0,0,0,0,0,0,58.8,100,,,,,,,,,,,,,,,
393,Merthyr Tydfil and Rhymney,19.8,61.4,2.4,0,6.8,0,9.5,0,22,54,4,,14,,7,,0,100,0,0,0,0,0,0,11,58,4,0,10,0,16,0,0,100,0,0,0,0,0,0,22,60,3,0,10,0,5,0,0,100,0,0,0,0,0,0,58.4,1,99,,,,,,,22,0.024390243,,,,,,
394,Middlesbrough,25.6,59.2,2.7,0,0,3.3,7.7,1.5,29,56,4,,,,8,3,1,99,0,0,0,0,0,0,26,54,4,0,0,1,15,0,0,100,0,0,0,0,0,0,20,71,2,0,0,2,3,0,0,100,0,0,0,0,0,0,66.1,1,99,,,,,,,14,0.024390243,,,,,,
395,Middlesbrough South and East Cleveland,49.2,47.3,3.5,0,0,0,0,0,51,44,4,,,,,,70,30,0,0,0,0,0,0,50,44,4,0,0,0,0,0,78,22,0,0,0,0,0,0,46,52,2,0,0,0,0,0,12,88,0,0,0,0,0,0,65,78,22,,,,,,,0.285714298,3.5,,,,,,
396,Midlothian,25.5,28.9,5.6,40,0,0,0,0,26,27,5,43,,,,,5,7,0,88,0,0,0,0,22,30,3,43,0,0,0,0,0,10,0,90,0,0,0,0,25,34,2,39,0,0,0,0,0,20,0,80,0,0,0,0,37.9,2,3,,95,,,,,14,14,,0.0625,,,,
397,Milton Keynes North,45.9,39.4,6.2,0,0,1.9,4.4,2.1,50,35,7,,,,5,3,89,11,0,0,0,0,0,0,51,30,8,0,0,1,9,1,100,0,0,0,0,0,0,0,47,45,5,0,0,2,1,0,57,43,0,0,0,0,0,0,49.8,100,,,,,,,,,,,,,,,
398,Milton Keynes South,46,41.5,6,0,0,2.2,4.2,0,51,36,5,,,,6,3,89,11,0,0,0,0,0,0,51,31,6,0,0,1,11,0,100,0,0,0,0,0,0,0,46,47,2,0,0,1,2,0,46,54,0,0,0,0,0,0,53,99,1,,,,,,,0.024390243,14,,,,,,
399,Mitcham and Morden,24.9,61.4,5.2,0,0,3.3,4,1.3,29,58,5,,,,5,3,1,99,0,0,0,0,0,0,30,55,5,0,0,1,8,1,0,100,0,0,0,0,0,0,16,76,2,0,0,1,4,0,0,100,0,0,0,0,0,0,44.7,,100,,,,,,,,,,,,,,
400,Mole Valley,56.8,14.5,22.2,0,0,2.7,3.8,0,63,15,15,,,,4,3,100,0,0,0,0,0,0,0,63,14,14,0,0,2,7,0,100,0,0,0,0,0,0,0,62,18,20,0,0,0,0,0,100,0,0,0,0,0,0,0,47.6,100,,,,,,,,,,,,,,,
401,Monmouth,49.1,33.8,6.7,0,4.6,0.9,4.9,0,52,31,7,,4,,4,2,97,3,0,0,0,0,0,0,41,35,6,0,5,2,12,0,84,16,0,0,0,0,0,0,60,31,4,0,4,2,0,0,100,0,0,0,0,0,0,0,47.8,100,,,,,,,,,,,,,,,
402,Montgomeryshire,46.4,17.4,29.9,0,5.5,0.9,0,0,53,16,23,,4,,,2,100,0,0,0,0,0,0,0,44,13,32,0,9,2,0,0,94,0,6,0,0,0,0,0,58,3,32,0,5,2,0,0,100,0,0,0,0,0,0,0,56,88,,12,,,,,,0.142857149,,5,,,,,
403,Moray,44.2,13,3,38.6,0,0,0,1.2,44,11,3,40,,,,1,59,0,0,41,0,0,0,0,40,14,4,40,0,0,0,0,52,0,0,48,0,0,0,0,53,6,3,38,0,0,0,0,100,0,0,0,0,0,0,0,49.9,44,,,56,,,,,1.200000048,,,0.727272749,,,,
404,Morecambe and Lunesdale,47,40.8,5.1,0,0,2.2,4.9,0,51,36,6,,,,4,2,91,9,0,0,0,0,0,0,51,34,5,0,0,1,9,0,99,1,0,0,0,0,0,0,49,46,2,0,0,1,1,0,69,31,0,0,0,0,0,0,58.9,96,4,,,,,,,0.050000001,10,,,,,,
405,Morley and Outwood,49.1,46.7,4.2,0,0,0,0,0,53,42,6,,,,,,79,21,0,0,0,0,0,0,48,42,7,0,0,0,0,0,79,21,0,0,0,0,0,0,48,50,2,0,0,0,0,0,46,54,0,0,0,0,0,0,59.8,75,25,,,,,,,0.363636374,3.333333254,,,,,,
406,Motherwell and Wishaw,21.9,29.2,2.8,42.5,0,0,3.6,0,19,28,4,48,,,2,,0,5,0,95,0,0,0,0,18,32,2,47,0,0,2,0,0,8,0,92,0,0,0,0,18,36,1,45,0,0,0,0,0,3,0,97,0,0,0,0,37,,1,,99,,,,,28,20,,0.024390243,,,,
407,Na h-Eileanan an Iar,17.3,25.8,3.6,40,0,0,0,13.3,18,28,5,46,,,,3,0,7,0,93,0,0,0,0,18,30,3,44,0,0,0,5,0,7,0,93,0,0,0,0,14,33,3,44,0,0,0,7,0,1,0,99,0,0,0,0,44.8,,2,,98,,,,,25,14,,0.030303031,,,,
408,Neath,23.3,50.5,4,0,15.3,0,6.8,0,28,45,4,,18,,5,,8,92,0,0,0,0,0,0,15,50,4,0,17,0,14,0,0,100,0,0,0,0,0,0,28,48,2,0,18,0,4,0,0,100,0,0,0,0,0,0,54.2,3,94,,,3,,,,14,0.071428575,,,14,,,
409,New Forest East,59.3,19.9,18.6,0,0,2.2,0,0,66,21,10,,,,,3,100,0,0,0,0,0,0,0,68,18,10,0,0,4,0,0,100,0,0,0,0,0,0,0,63,24,10,0,0,3,0,0,100,0,0,0,0,0,0,0,59.5,100,,,,,,,,,,,,,,,
410,New Forest West,64.2,19.6,9.3,0,0,3.3,0,3.5,68,20,8,,,,,4,100,0,0,0,0,0,0,0,69,17,9,0,0,4,0,0,100,0,0,0,0,0,0,0,70,24,7,0,0,0,0,0,100,0,0,0,0,0,0,0,55.9,100,,,,,,,,,,,,,,,
411,Newark,53.2,36.4,6.5,0,0,0,4,0,58,30,6,,,,5,,99,1,0,0,0,0,0,0,60,25,6,0,0,0,8,0,100,0,0,0,0,0,0,0,60,36,3,0,0,0,1,0,100,0,0,0,0,0,0,0,55.8,100,,,,,,,,,,,,,,,
412,Newbury,57,14.2,23.2,0,0,2,0,3.6,64,16,17,,,,,3,100,0,0,0,0,0,0,0,68,15,15,0,0,2,0,1,100,0,0,0,0,0,0,0,64,18,15,0,0,2,0,1,100,0,0,0,0,0,0,0,47.5,100,,,,,,,,,,,,,,,
413,Newcastle-under-Lyme,45.4,50.6,4,0,0,0,0,0,46,49,4,,,,,,43,57,0,0,0,0,0,0,49,40,8,0,0,0,0,0,93,7,0,0,0,0,0,0,47,50,3,0,0,0,0,0,40,60,0,0,0,0,0,0,61.7,84,16,,,,,,,0.222222224,5.5,,,,,,
414,Newcastle upon Tyne Central,24.5,62.5,5.8,0,0,2.2,5,0,24,60,6,,,,6,3,0,100,0,0,0,0,0,0,26,53,7,0,0,1,13,0,0,100,0,0,0,0,0,0,14,74,5,0,0,3,4,0,0,100,0,0,0,0,0,0,48.4,,100,,,,,,,,,,,,,,
415,Newcastle upon Tyne East,25.5,59.2,7.6,0,0,3.5,4.2,0,23,57,10,,,,5,5,0,100,0,0,0,0,0,0,26,49,11,0,0,4,10,0,0,100,0,0,0,0,0,0,14,70,12,0,0,2,2,0,0,100,0,0,0,0,0,0,41.1,,100,,,,,,,,,,,,,,
416,Newcastle upon Tyne North,30.5,53.7,6,0,0,1.8,6.4,1.6,33,48,9,,,,7,3,10,90,0,0,0,0,0,0,31,45,8,0,0,1,14,1,2,98,0,0,0,0,0,0,25,62,10,0,0,1,1,1,0,100,0,0,0,0,0,0,57.1,12,88,,,,,,,5.5,0.142857149,,,,,,
417,Newport East,27.7,48,5,0,4.2,0,14.3,0.8,38,44,5,,4,,6,2,32,68,0,0,0,0,0,0,21,42,6,0,3,0,15,13,0,100,0,0,0,0,0,0,43,42,6,0,4,0,4,1,53,47,0,0,0,0,0,0,60.3,37,63,,,,,,,1.75,0.611111104,,,,,,
418,Newport West,31,45.5,2.7,0,4.1,1.9,14.9,0,40,45,4,,4,,5,2,38,62,0,0,0,0,0,0,28,48,6,0,3,1,14,0,0,100,0,0,0,0,0,0,45,46,3,0,4,1,0,0,47,53,0,0,0,0,0,0,53,39,61,,,,,,,1.5,0.600000024,,,,,,
420,Newton Abbot,49.8,18.6,29.5,0,0,2.1,0,0,55,18,24,,,,,3,99,0,1,0,0,0,0,0,58,16,23,0,0,3,0,0,100,0,0,0,0,0,0,0,52,19,27,0,0,3,0,0,100,0,0,0,0,0,0,0,56.1,99,,1,,,,,,0.024390243,,11,,,,,
